Index,Predicted Forces,True Forces,RMSE
10,0.002260299865156412 0.003987761680036783 0.019841764122247696; -0.004743605386465788 0.0004398636519908905 -0.005331553518772125; 0.0006547299562953413 -0.0020894899498671293 -0.003667376935482025; 0.0029079183004796505 -0.0010134747717529535 0.007128756493330002; 0.002936707343906164 -0.0026419840287417173 0.020565729588270187; -0.0036072712391614914 0.0016612939070910215 0.0005249455571174622; -0.00024022720754146576 0.004373929928988218 0.002761535346508026; 0.0020661232993006706 0.0010290953796356916 0.008732631802558899; 0.0010535544715821743 -0.001551756402477622 0.013134431093931198; 0.0006366574089042842 -0.0013018972240388393 0.015173640102148056; -0.001993933692574501 -0.0013510575518012047 0.012961942702531815; 0.00018137559527531266 0.0003634473541751504 0.010896425694227219; -0.00015056149277370423 0.00017967121675610542 0.011455647647380829; 0.0005022358382120728 -0.001001605181954801 0.011963065713644028; -0.0004321980813983828 -0.0009658241178840399 0.009966321289539337; -5.02680049976334e-05 -0.0003942368202842772 0.010942529886960983; -0.036054112017154694 -0.026363980025053024 -0.10865285992622375; -0.024199455976486206 -0.021276703104376793 -0.10880681127309799; 0.05623461306095123 0.0007037743926048279 -0.073660708963871; -0.04445873945951462 -0.0002580198924988508 -0.0779821127653122; -0.0463990680873394 0.05163944140076637 -0.10357856005430222; 0.014299112372100353 0.03837961703538895 -0.07228855788707733; 0.031122548505663872 0.023275528103113174 -0.05542071908712387; -0.026260804384946823 0.01824624091386795 -0.05434490740299225; -0.01041443832218647 -0.0033507803454995155 -0.04145210236310959; 0.014275425113737583 -0.005322313867509365 -0.04108335077762604; -0.006030852906405926 -0.0019452726701274514 -0.02778388187289238; 0.011967336758971214 -0.0004954661708325148 -0.02967788837850094; -0.029793990775942802 -0.025046441704034805 -0.07312391698360443; -0.006842651404440403 -0.01347493939101696 -0.04286666214466095; 0.02736007794737816 -0.017605304718017578 -0.04846300184726715; -0.024439897388219833 -0.017514117062091827 -0.053660377860069275; -0.00856589525938034 -0.012097038328647614 0.05412460118532181; 0.08706211298704147 0.22671252489089966 0.331753134727478; -0.42502668499946594 0.5350678563117981 1.0449284315109253; -0.03347652778029442 -0.005200861021876335 0.02226714976131916; -0.06544023007154465 0.0039919521659612656 0.057069331407547; 0.027277715504169464 -0.12248612940311432 0.3617044687271118; -0.16355085372924805 -0.35248029232025146 0.6173919439315796; -0.029291018843650818 0.00827324390411377 0.015385858714580536; 0.015048922039568424 -0.012899687513709068 0.02248154953122139; 0.008714361116290092 0.10580157488584518 0.0411759614944458; -0.019271403551101685 -0.023085221648216248 0.030291486531496048; 0.0027999714948236942 -0.007665595971047878 0.027119114995002747; -0.005144130904227495 -0.009681977331638336 0.012092825025320053; 0.0018512350507080555 -0.009572768583893776 0.08499789237976074; -0.0026714059058576822 0.01028519868850708 0.02961888164281845; 0.009273909032344818 0.0009742379188537598 0.026960525661706924; 0.02318739891052246 0.9999039769172668 -0.30662107467651367; 0.943268895149231 -1.260900616645813 0.9079959392547607; -0.2857542037963867 0.40157350897789 0.42005908489227295; -0.13610756397247314 -0.05217809975147247 -1.338981032371521; 0.6465069055557251 -0.3604087829589844 -1.2573449611663818; -0.49303770065307617 -0.06324195861816406 -0.33867454528808594,0.019265 0.017301 0.007268; -0.003256 0.019306 -0.009008; 0.011985 0.018391 -0.008856; -0.025725 0.014945 0.014531; 0.018142 -0.019882 0.003536; -0.00983 -0.019433 -0.005737; 0.015422 -0.021792 -0.01181; -0.025619 -0.02109 0.023554; 0.003541 0.040952 0.035587; 0.003098 0.007844 0.018834; 0.002298 0.005204 0.015164; -0.010093 0.044291 0.020564; 0.006298 -0.039973 0.041379; 0.002049 -0.008227 0.018536; 0.002587 -0.00496 0.018407; -0.006381 -0.040362 0.001705; 0.05834 0.005996 -0.090684; -0.143553 0.029039 -0.166171; 0.090149 -0.003928 -0.185407; -0.053554 -0.00205 -0.060815; 0.062199 -0.05216 -0.023747; -0.058571 -0.102347 -0.01652; 0.003751 -0.02591 -0.031683; -0.045116 0.033269 -0.039879; -0.035469 -0.000162 -0.063063; 0.028505 0.004324 -0.054367; 0.013017 0.010628 -0.036589; 0.004133 0.011166 -0.03145; 0.049069 0.047176 -0.002441; -0.029843 0.061591 -0.032162; 0.000614 0.020621 -0.038558; -0.052934 -0.043332 -0.0508; -0.043592 -0.038022 0.044547; 0.071824 0.143573 0.474742; -0.238418 0.393516 0.93691; 0.010818 -0.054152 -0.008363; -0.077293 0.039155 0.04634; -0.158861 0.223643 0.392775; -0.055294 -0.332899 0.572122; 0.014739 0.056028 -0.003938; -0.013743 -0.018512 0.004453; -0.007318 0.070257 -0.006234; 0.02837 0.024758 -0.014953; -0.000899 -0.023753 0.04158; -0.004822 0.024071 0.024247; -0.011299 -0.033294 0.033538; 0.018212 -0.023207 -0.010533; -0.007569 0.018374 0.038345; -0.219276 1.142521 -0.649768; 1.149991 -1.651023 1.028842; -0.106376 0.386789 0.41706; -0.097152 0.064643 -1.326175; 0.45899 -0.188351 -1.048654; -0.605547 -0.210548 -0.246198,0.0806490788763538
6,0.0024335577618330717 0.0025196224451065063 0.018453776836395264; -0.0034712653141468763 -0.0014579957351088524 -0.0070358142256736755; 0.0017215844709426165 -0.0022881589829921722 0.011649273335933685; 0.00035026512341573834 -0.0006226641708053648 0.0088832788169384; 0.0019489012192934752 -0.0032087108120322227 0.01717507094144821; -0.0034823548048734665 0.00034140388015657663 -0.005617290735244751; 0.002258678898215294 0.0015486867632716894 0.011472031474113464; 0.00019985891412943602 0.0005038314266130328 0.008491121232509613; -0.0005508187459781766 0.0003069500089623034 0.010647870600223541; 0.000385400780942291 0.0010827756486833096 0.010823719203472137; -0.0002485470613464713 -0.0003960664616897702 0.011047139763832092; 0.00029129901668056846 0.0009557742159813643 0.010325521230697632; -2.5065906811505556e-05 0.0003629028797149658 0.011591389775276184; 0.0006091664545238018 0.00023858400527387857 0.012761339545249939; -0.0009483990725129843 0.001123909605666995 0.011897698044776917; 0.00024119547742884606 -0.0008534042863175273 0.01046803966164589; -0.00033550336956977844 0.015140438452363014 -0.0020444095134735107; -0.047814298421144485 0.015772158280014992 -0.023350894451141357; 0.050315357744693756 0.001981474692001939 -0.06722463667392731; -0.048495616763830185 -0.0005385352997109294 -0.07161252200603485; -0.025284718722105026 0.02937009558081627 -0.0769626647233963; -0.005832596682012081 0.004324601963162422 -0.027764463797211647; 0.03264463692903519 0.021621227264404297 -0.0563032403588295; -0.02784784510731697 0.016986791044473648 -0.051560789346694946; -0.011775044724345207 0.002955643692985177 -0.043143533170223236; 0.016033021733164787 0.0030063502490520477 -0.041440729051828384; -0.006043570581823587 0.0004482264630496502 -0.02732420526444912; 0.011494078673422337 0.0005460998509079218 -0.03058452159166336; -0.030943576246500015 -0.03383870795369148 -0.07580631226301193; 0.004115964286029339 -0.019211366772651672 -0.04033459350466728; 0.03380338102579117 -0.023968536406755447 -0.059019189327955246; -0.02650451473891735 -0.016925884410738945 -0.05095609277486801; -0.040756456553936005 -0.0035851076245307922 0.028375066816806793; -0.051804281771183014 -0.09196506440639496 -0.1354064643383026; 0.06996976584196091 -0.054750051349401474 0.09917056560516357; -0.02383657917380333 -0.007132239174097776 0.00447406992316246; 0.022015854716300964 -0.006325557827949524 0.08362920582294464; -0.013582708314061165 0.056159667670726776 -0.10037118941545486; -0.009438801556825638 0.04130656272172928 0.13679884374141693; -0.01856747269630432 0.004262796603143215 0.012051645666360855; -0.0005683205090463161 -0.005890897009521723 0.025997869670391083; 0.009151778183877468 -0.01747024431824684 0.08779298514127731; -0.0008039167150855064 -0.006082555279135704 0.024006575345993042; -0.0030926193576306105 -0.014285695739090443 0.02764265239238739; -0.0004144335398450494 -0.0038858240004628897 0.01582253724336624; 0.011212596669793129 -0.047185175120830536 0.048898883163928986; -0.01830419711768627 0.02777465432882309 0.03700321540236473; -0.002372215036302805 0.014671247452497482 0.027493931353092194; 2.5056159496307373 -1.2294225692749023 -0.08958268165588379; 0.12404441833496094 1.0552525520324707 -0.4025917053222656; 1.3151521682739258 -1.6288665533065796 1.060093641281128; -0.6946587562561035 -0.01822531223297119 0.520982563495636; -3.514498710632324 0.503077507019043 -0.29363203048706055; 0.4162931442260742 1.414741039276123 -0.6262515783309937,-0.006948 0.008479 -0.00416; -0.000139 0.012544 0.002744; 0.015861 0.009383 -0.007167; -0.009368 0.004611 0.011395; -0.005405 -0.006801 -0.001596; 0.000975 -0.007061 0.004954; 0.012742 -0.007686 -0.007589; -0.008791 -0.005264 0.011924; 0.005189 0.013399 0.020247; -0.000476 0.009673 0.002599; -0.003855 0.003855 0.013651; -0.000135 0.017078 -0.016262; 0.004271 -0.017142 0.026213; -0.000424 -0.01691 0.001125; -0.00165 -0.007437 0.016822; -0.001998 -0.017375 -0.002834; 0.061815 -0.001741 -0.032718; -0.11666 -0.003822 -0.009813; 0.079154 0.007446 -0.10303; -0.076697 0.004895 -0.077165; 0.014745 -0.029553 -0.018489; -0.026234 -0.029108 -0.021838; 0.049348 0.023503 -0.07399; -0.060866 0.022832 -0.069779; -0.020297 -0.003955 -0.065078; 0.023545 -0.004943 -0.058278; -0.014544 -0.003458 -0.02854; 0.021643 0.000192 -0.02825; 0.034083 0.039171 -0.009397; -0.04534 0.04122 -0.01205; 0.04838 -0.029192 -0.068823; -0.05812 -0.03028 -0.065199; -0.060802 -0.007991 0.029963; -0.086287 -0.133812 -0.035392; 0.102464 -0.016712 0.036455; -0.018945 -0.014652 0.021155; -0.00768 0.016127 0.059414; 0.02334 0.053368 -0.088066; 0.004796 0.012263 0.116716; -0.016759 0.015961 0.021752; -0.003022 -0.011916 0.032657; -0.000111 0.015907 0.070868; 0.003975 -0.009881 0.029966; -0.002605 -0.014785 0.04722; -0.007337 0.002128 0.016694; -0.001895 -0.068268 0.026967; 0.012593 -0.002392 0.01442; -0.005462 0.012824 0.051311; 2.294504 -1.002996 -0.6197; 0.434743 1.589223 0.324775; 0.972425 -1.903281 1.207299; -0.597753 -0.169352 0.35303; -3.569982 0.303072 -0.271747; 0.615996 1.338613 -0.775383,0.10425349847628625
2,0.003002192359417677 0.0026989029720425606 0.019398517906665802; -0.0016839795280247927 -0.00026521203108131886 -0.000517629086971283; -0.0005184148903936148 -0.0010459847981110215 0.013912774622440338; 0.000258918444160372 -0.000782896822784096 0.009286429733037949; 0.0022167449351400137 -0.0035793243441730738 0.018324870616197586; -0.0014306498924270272 -0.0009263546671718359 -0.010918296873569489; -0.00019271415658295155 0.00019988324493169785 0.012576349079608917; 0.00034224556293338537 0.0006031872471794486 0.008705087006092072; -7.383683987427503e-05 3.964942879974842e-05 0.0114235058426857; 0.0009582749917171896 0.0007997215143404901 0.012722887098789215; -0.001155950827524066 -0.0009521628962829709 0.012713614851236343; 0.00015273210010491312 0.0007830193499103189 0.010624304413795471; 0.0005858632503077388 0.0008239009184762836 0.012415960431098938; 0.000866748858243227 0.0006217968184500933 0.014102507382631302; -0.0015713955508545041 0.0017889400478452444 0.01324554905295372; -6.601985660381615e-07 -0.0006199765484780073 0.010831054300069809; -0.005985654890537262 0.01746383309364319 -0.0024590343236923218; -0.03273317217826843 0.025613561272621155 -0.07047232985496521; 0.047500088810920715 0.00562962144613266 -0.07309643179178238; -0.048208482563495636 -0.0007914628367871046 -0.07256954163312912; -0.021832110360264778 0.024144388735294342 -0.07043696194887161; -0.00022446317598223686 0.009145505726337433 -0.03452151268720627; 0.03576600179076195 0.02566833794116974 -0.062433622777462006; -0.027945324778556824 0.017316464334726334 -0.05189121514558792; -0.012032590806484222 0.0046446542255580425 -0.04385758936405182; 0.016384925693273544 0.00428064726293087 -0.042935069650411606; -0.0065281931310892105 0.0009280755184590816 -0.027353543788194656; 0.011906415224075317 0.0004053644370287657 -0.029901210218667984; -0.03830428421497345 -0.043375156819820404 -0.09294693171977997; 0.012578839436173439 -0.050910405814647675 -0.09391374886035919; 0.03760550916194916 -0.02922569401562214 -0.06626109778881073; -0.025799676775932312 -0.01680825836956501 -0.050837427377700806; -0.030166268348693848 0.00575082004070282 0.07651349157094955; 0.05498846247792244 0.10054552555084229 0.2512177526950836; 0.0975119099020958 -0.066990926861763 0.09233851730823517; 0.006956370547413826 -0.013176675885915756 -0.003049001097679138; 0.013518005609512329 -0.008205093443393707 0.0666288211941719; -0.06126074492931366 0.08418416231870651 -0.1337967813014984; 0.05102472007274628 0.0628710687160492 0.10373792797327042; -0.024103840813040733 0.012067063711583614 0.007313758134841919; -0.011715150438249111 0.012089812196791172 0.01516222208738327; 0.015460035763680935 -0.01820964738726616 0.10076308995485306; -0.015363440848886967 -0.031993769109249115 0.04788636416196823; -0.0006506857462227345 -0.013166211545467377 0.027255110442638397; -0.0038657248951494694 -0.01020985096693039 0.010643158107995987; 0.012021701782941818 -0.05046793818473816 0.0711466446518898; -0.020124496892094612 0.010955248028039932 0.04199733957648277; -0.0018982847686856985 0.013469722121953964 0.026664119213819504; -0.5584818124771118 -0.0803651213645935 1.6497769355773926; 0.8232201337814331 0.3881521224975586 -2.1216909885406494; -0.4652838706970215 0.11445045471191406 0.039681077003479004; 0.3401690721511841 0.11823368072509766 -0.4777233600616455; 0.32593679428100586 -0.29378342628479004 0.002476334571838379; -0.4917963743209839 -0.33051759004592896 0.8220982551574707,-0.005469 0.01356 0.005585; 0.006297 0.017964 0.006797; -0.009118 0.002836 0.000739; 0.005535 0.012404 0.019968; -0.000758 -0.010736 -0.003905; 0.002487 -0.011995 0.006784; -0.006819 -0.000618 -0.000485; 0.006636 -0.011013 0.024186; -0.011292 0.006792 0.013137; 0.007814 0.007499 0.012634; -0.007406 0.009979 0.019818; 0.012664 0.020306 0.001964; -0.010677 -0.012293 0.029946; 0.014822 -0.013023 0.018411; -0.01297 -0.008785 0.010346; 0.007506 -0.021158 0.015991; 0.033391 0.000364 -0.064548; -0.063854 0.005986 -0.154176; 0.033243 0.005505 -0.076104; -0.049412 0.001753 -0.091606; 0.052324 -0.058895 -0.013694; -0.053477 -0.035631 -0.030918; 0.040458 0.017732 -0.06242; -0.052933 0.030144 -0.048509; -0.031539 -0.005515 -0.052729; 0.012583 0.000613 -0.06795; 0.003742 -0.01407 -0.016451; 0.022534 0.011073 -0.039058; 0.078931 0.072277 0.028735; -0.051823 0.029589 -0.041917; 0.012405 -0.006915 -0.032607; -0.048701 -0.043067 -0.059659; -0.01515 -0.008517 0.100936; 0.096758 0.028024 0.041737; 0.037465 -0.032828 0.14948; -0.020021 -0.023039 -0.003051; 0.002583 0.014111 0.081756; -0.027689 -0.035885 -0.016749; 0.057789 0.114317 0.057739; -0.020086 0.025605 0.003028; 0.017469 -0.010824 0.013238; 0.000346 0.009441 0.026946; 0.007855 -0.005859 0.031523; -0.020447 -0.028406 0.04258; 0.016252 0.00994 0.020134; -0.011119 -0.046251 0.006859; 0.023294 -0.020977 0.004831; -0.021005 0.028905 0.044642; -1.458726 -0.615989 3.357383; 0.820861 0.037027 -3.524717; -0.049715 1.343108 -0.013639; 0.407516 -0.039552 -0.288056; 1.170916 0.617393 0.201603; -0.952267 -1.372408 0.303494,0.26323620676239645
13,0.002397197065874934 0.0035483569372445345 0.018610328435897827; -0.009701033122837543 0.001597114372998476 -0.008484471589326859; -0.0024046464823186398 0.0011236185673624277 0.003001473844051361; 0.009737868793308735 -0.0041415193118155 -0.0030816271901130676; 0.003654549829661846 -0.001920047914609313 0.01840788498520851; -0.009970443323254585 0.0007201588596217334 -0.008169881999492645; -0.002967011881992221 -2.1272338926792145e-05 0.0037128403782844543; 0.009627528488636017 0.0044144876301288605 -0.0027433112263679504; 0.0014075019862502813 -0.0018425830639898777 0.013591963797807693; -0.0014877450885251164 0.00108698895201087 0.013122361153364182; -0.0003251010784879327 0.006228825077414513 0.005606740713119507; 0.000270667253062129 0.001740459119901061 0.010366324335336685; -0.00013657621457241476 0.00017328443937003613 0.01143917441368103; -0.0008474968490190804 -0.0037021045573055744 0.00944659486413002; 0.0007163590635173023 -0.007406165823340416 0.003976874053478241; 0.00012806450831703842 -0.002029776806011796 0.0098622627556324; -0.01321934163570404 -0.042905185371637344 -0.10216780751943588; -0.052611127495765686 -0.02716853842139244 -0.05900239571928978; 0.06994128227233887 0.001061910530552268 -0.11199180781841278; -0.042774733155965805 -0.008960282430052757 -0.08838120102882385; -0.04861390218138695 0.06153436005115509 -0.11407056450843811; 0.0029894625768065453 0.03266920521855354 -0.06283791363239288; 0.028506193310022354 0.023611195385456085 -0.05252406373620033; -0.02224055677652359 0.031152481213212013 -0.06998710334300995; -0.01074264571070671 -0.005662225186824799 -0.041998207569122314; 0.010688996873795986 -0.004483009222894907 -0.04961646348237991; -0.0018276066984981298 -0.0009141347836703062 -0.03570666164159775; 0.011802035383880138 -0.0013614129275083542 -0.029378272593021393; -0.02713196352124214 -0.014951376244425774 -0.0596335344016552; -0.010778557509183884 -0.020507559180259705 -0.05646742880344391; 0.030977264046669006 -0.024010049179196358 -0.05407926067709923; -0.01618019863963127 -0.020835746079683304 -0.05783466994762421; 0.004345015622675419 -0.021000375971198082 0.05178315192461014; 0.04045245796442032 0.1342102289199829 0.14099645614624023; 0.00178489089012146 -0.26646244525909424 0.015249490737915039; -0.008425114676356316 -0.03309311717748642 0.03359288349747658; -0.05791782587766647 -0.009459521621465683 0.10981592535972595; -0.03240996599197388 -0.21622619032859802 0.5341465473175049; 0.0705554336309433 0.18049773573875427 0.07867583632469177; -0.010837588459253311 0.028209010139107704 0.05013800412416458; 0.016109220683574677 -0.017373090609908104 0.036812856793403625; -0.0008647104259580374 0.1165359765291214 0.04058186709880829; -0.004714964888989925 -0.0347515344619751 0.03437729924917221; 0.004984894767403603 -0.0027597490698099136 0.03147788345813751; -0.003854895941913128 -0.006021897308528423 0.013128459453582764; -0.01063915528357029 0.00020888075232505798 0.08061929792165756; 0.005633241962641478 0.023336872458457947 0.03148316219449043; 0.004843350499868393 0.005085045471787453 0.032188598066568375; -0.13952243328094482 0.05942815542221069 -0.508873462677002; 0.5487059354782104 -0.0027433037757873535 -0.04456830024719238; 0.5596694946289062 -0.11928343772888184 0.10957050323486328; -0.622802197933197 0.15695631504058838 0.4280546307563782; -0.024295449256896973 0.40055036544799805 0.009687185287475586; -0.24968457221984863 -0.3536829948425293 -0.3619263172149658,0.02434 0.028084 -0.005532; -0.016923 0.019187 -0.018004; 0.022354 0.023322 0.022261; -0.026093 0.019975 0.002362; 0.022294 -0.031297 -0.005091; -0.016282 -0.01918 -0.014617; 0.02411 -0.019788 0.002944; -0.030361 -0.026132 0.011795; 0.010684 0.046967 0.034114; 0.004766 0.013395 0.015422; 0.009444 0.011607 0.005389; -0.023797 0.041112 0.016618; 0.009584 -0.043775 0.044195; 0.000983 -0.014876 0.031728; 0.015789 -0.019314 0.006406; -0.022291 -0.035089 -0.000328; 0.066828 0.006418 -0.127864; -0.25503 0.039413 -0.230333; 0.184929 0.001603 -0.341689; -0.044655 -0.000205 -0.040226; 0.05917 -0.035309 -0.055621; -0.050013 -0.09844 -0.005186; -0.026728 -0.01389 -0.021233; -0.017848 0.00919 -0.020621; -0.013951 -0.005335 -0.055849; 0.041505 -0.003789 -0.045404; 0.022103 -0.003721 -0.047993; -0.033637 0.022701 -0.027679; 0.022914 0.027707 -0.008781; -0.001423 0.05333 -0.009578; -0.017394 0.018753 -0.015014; -0.034548 -0.035809 -0.040584; -0.01262 -0.033961 0.103057; -0.043133 0.143578 0.400497; 0.060505 -0.310284 0.056442; 0.069457 -0.112954 -0.052331; -0.000101 -0.023557 0.231217; -0.076093 -0.050354 1.036053; 0.078306 0.217822 0.098487; 0.067458 0.114009 -0.052681; -0.036998 0.010429 -0.00432; 0.025056 0.086588 -0.010266; 0.023359 0.012574 -0.057438; -0.013267 -0.029576 0.045795; 0.003825 0.030985 0.039919; 0.007844 -0.014758 0.056831; 0.006141 0.000243 -0.036893; -0.021317 0.024727 0.041612; -0.14978 0.138935 -0.453029; -0.045069 -0.287787 -0.619562; 0.604984 -0.137162 0.025061; -0.074066 0.054894 0.522489; -0.091898 0.511491 -0.08507; -0.293419 -0.322696 -0.341879,0.10692286137109744
11,-0.000130421482026577 0.00027865395531989634 0.005614101886749268; 0.003825322724878788 0.0001487655972596258 -0.0074891820549964905; 0.0006809320766478777 0.0013769122306257486 0.016104593873023987; -0.0027731135487556458 -0.00024821702390909195 0.0060065314173698425; -0.0013344621984288096 0.003132085781544447 0.01289144903421402; 0.002612689509987831 0.0018548970110714436 0.004698552191257477; -0.0016929596895352006 -0.0019096792675554752 0.017508849501609802; 0.0013469840632751584 7.174804341048002e-05 0.009619750082492828; -5.778375634690747e-05 -1.6022808267734945e-05 0.012502923607826233; -8.050617179833353e-05 0.0014172717928886414 0.012908462435007095; -1.6919831978157163e-05 -2.7400401449995115e-05 0.011069398373365402; 2.778628550004214e-05 0.0005850702291354537 0.010721355676651001; -0.00028827955247834325 -0.004430900793522596 0.010617002844810486; 0.0010820793686434627 -0.004386316519230604 0.011703155934810638; -0.0008743825019337237 0.000565942726098001 0.012788329273462296; -1.3741373550146818e-05 -0.0004232943174429238 0.011409953236579895; 0.026551418006420135 0.045524150133132935 -0.0709848552942276; -0.05789908766746521 0.012987864203751087 -0.0007843710482120514; 0.045789312571287155 0.002604010049253702 -0.08140614628791809; -0.043991271406412125 2.4145934730768204e-05 -0.042375899851322174; -0.004699254874140024 0.02955886349081993 -0.05962252616882324; -0.015121759846806526 0.00796831026673317 -0.038929782807826996; 0.029641028493642807 0.017048541456460953 -0.04966694116592407; -0.03248346596956253 0.023816455155611038 -0.057792481034994125; -0.016688406467437744 0.013738902285695076 -0.03339863196015358; 0.02165200188755989 -0.006417484953999519 -0.05176432430744171; -0.005159162916243076 0.0021919398568570614 -0.02630046010017395; 0.008769003674387932 -0.004717707633972168 -0.03294939547777176; -0.02023005485534668 -0.05908416584134102 -0.12535881996154785; 0.009806808084249496 -0.018082117661833763 -0.06414764374494553; 0.02308964729309082 -0.02195185050368309 -0.0527380108833313; -0.03436955809593201 -0.027743028476834297 -0.040752023458480835; -0.7171794772148132 0.1374294012784958 -0.4436509311199188; 1.0006475448608398 0.2735070288181305 -0.8255250453948975; -0.11607839912176132 -0.01994178630411625 0.16129648685455322; -0.06749376654624939 -0.010683059692382812 -0.027030901983380318; 0.005239769816398621 0.06554488837718964 0.05533997714519501; 0.09596618264913559 -0.10659471154212952 -0.014029167592525482; -0.05086515098810196 0.00673204381018877 0.10419990122318268; 0.02919737622141838 -0.0128937978297472 0.029997743666172028; 0.008172129280865192 -0.010514287278056145 0.022773221135139465; -0.004686237312853336 0.013093642890453339 0.04033958166837692; -0.0006361785344779491 0.0076559437438845634 0.011972866952419281; 0.0019568740390241146 -0.012220591306686401 0.0274532251060009; -0.03393484652042389 -0.12059579789638519 -0.01769144833087921; 0.04168330132961273 -0.09556259959936142 0.057398077100515366; -0.059912629425525665 0.03834378346800804 0.08828946948051453; 0.005904696881771088 0.013187099248170853 0.03474590182304382; -1.7096099853515625 0.24703407287597656 -1.9400696754455566; 1.9868464469909668 -0.6763238906860352 2.428104877471924; 0.1565609574317932 -0.31948691606521606 0.1073007583618164; -0.5629770755767822 0.1595616340637207 -0.6049978733062744; 0.010277748107910156 -0.12147116661071777 0.6748332381248474; 0.04394957423210144 0.528742790222168 0.6992471814155579,0.016889 -0.005453 -6e-05; -0.017918 0.001246 0.000486; 0.025118 -0.003055 0.011316; -0.025315 -0.002936 -0.007324; 0.010229 0.017343 -0.004411; -0.010799 0.012663 -0.003943; 0.010148 -0.003586 0.013462; -0.009587 -0.004653 0.019301; 0.004196 -0.001438 0.015191; -0.004913 0.001239 0.019816; 0.007034 0.003663 -0.023645; -0.005504 -0.001543 -0.013171; 0.01048 -0.009476 -0.011146; -0.007532 -0.014799 -0.005448; 0.012283 0.002979 0.012194; -0.014042 0.009946 0.02012; 0.055801 0.04444 -0.101822; -0.123625 -0.00381 0.073451; 0.035575 -0.001289 -0.103917; -0.013391 -0.021133 -0.033808; -0.000226 0.020209 -0.046174; -0.013787 0.019929 -0.047802; 0.035464 -0.0059 -0.049093; -0.046903 0.038207 -0.077502; -0.002028 -0.009196 -0.050031; 0.026902 -0.026356 -0.074779; -0.003667 0.025665 -0.029008; -0.010194 -0.017222 -0.045315; 0.009549 -0.058221 -0.215758; -0.047837 0.010665 -0.006939; 0.023655 -0.018933 -0.075358; -0.006289 -0.005805 -0.041585; -0.710612 0.097544 -0.752792; 0.742667 0.263233 -0.673155; -0.087566 0.001036 0.151802; -0.034173 -0.021031 -0.0206; 0.005552 0.110968 0.022191; 0.138731 -0.069992 -0.153455; -0.099506 -0.012961 0.152095; 0.001991 0.01328 0.002636; 0.016191 0.00294 0.056813; -0.014181 0.016008 0.08403; -0.006642 0.010389 0.028535; 0.000777 -0.009446 0.044905; -0.096172 -0.207023 -0.113817; 0.100328 -0.157662 -0.042556; -0.012074 0.005318 0.047809; 0.00165 0.01913 0.050281; -1.261298 -0.476752 -2.029296; 2.2609 0.230718 3.067886; 0.073034 -0.036673 1.059634; -1.092408 -0.050528 -1.183189; -0.088295 -0.181609 0.509091; 0.241341 0.459724 0.573857,0.15922956939657942
