Index,Predicted Forces,True Forces
0,0.007909809239208698 0.003143652342259884 0.03091248869895935; -0.010116271674633026 0.013031760230660439 0.017150890082120895; 0.009006981737911701 0.00037035741843283176 -0.008694417774677277; -0.0029852506704628468 0.010488413274288177 0.01544792577624321; 0.01814453862607479 -0.010187000036239624 0.03965882956981659; -0.018172886222600937 -0.013671664521098137 0.029280487447977066; 0.00607399782165885 -0.00265408749692142 0.0018594935536384583; -0.005094310734421015 -0.01502916682511568 0.019451603293418884; 0.004978939890861511 0.01255844533443451 0.014203585684299469; -0.008393846452236176 0.005741107277572155 0.018584374338388443; 1.2275413610041142e-05 0.01151779294013977 0.018037468194961548; -0.001112365978769958 0.0075197964906692505 0.019401531666517258; 0.004211562220007181 -0.014470047317445278 0.011775583028793335; -0.006622878834605217 -0.006952929776161909 0.009106792509555817; -0.001057616900652647 -0.0092927860096097 0.01142633706331253; -0.0024532314855605364 -0.0074480073526501656 0.019090265035629272; 0.07109528034925461 0.002404876984655857 -0.2569727301597595; -0.027513112872838974 -0.008565305732190609 -0.02858750894665718; 0.06520527601242065 0.0006362381391227245 -0.0916394516825676; -0.1456136405467987 0.007778293453156948 -0.21080785989761353; 0.019665978848934174 0.07930296659469604 -0.13953225314617157; -0.039490193128585815 -0.016798343509435654 -0.02687150053679943; 0.03516232222318649 0.024389196187257767 -0.049381740391254425; -0.0006244760006666183 -0.009454349987208843 -0.03339039161801338; -0.009568069130182266 -0.005180318374186754 -0.050669945776462555; 0.019366484135389328 -0.004349862225353718 -0.05957473814487457; -0.00012282468378543854 0.008611151948571205 -0.04409147426486015; -0.008594274520874023 0.0016333172097802162 -0.03854711353778839; 0.017327602952718735 -0.07409141212701797 -0.1461067944765091; -0.03645512834191322 0.017473947256803513 -0.01817292720079422; 0.028918249532580376 -0.027459662407636642 -0.05061035230755806; -0.00037309061735868454 0.01926245540380478 -0.03403070569038391; -0.1734502911567688 -0.23644214868545532 0.1839929074048996; 0.024333860725164413 0.017865318804979324 -0.19797106087207794; 0.10383030027151108 -0.11988037824630737 -0.17486616969108582; -0.05075664073228836 -0.0577717162668705 -0.0031446367502212524; -0.0030997321009635925 0.030654706060886383 0.25042858719825745; 0.041289813816547394 -0.0012375228106975555 -0.11149711906909943; 0.008003469556570053 0.06258031725883484 0.05595318228006363; -0.06397279351949692 0.06126852333545685 -0.013462916016578674; -0.014060836285352707 0.020631209015846252 0.006591379642486572; 0.0020797159522771835 0.007694682106375694 0.055548541247844696; 0.0006658989004790783 0.004143194295465946 0.026824019849300385; -0.0008792697917670012 -0.027022989466786385 0.039807673543691635; -0.005425594747066498 -0.004440019838511944 0.010596692562103271; 0.019295193254947662 0.0023591136559844017 0.06450682878494263; -0.0027365367859601974 0.028334632515907288 0.057356543838977814; -0.0055787768214941025 0.03053433448076248 0.03502826765179634; 0.7281657457351685 0.5678732991218567 -0.592590868473053; -0.3298712968826294 -0.2351580262184143 1.348578691482544; 0.1902153193950653 0.17390768229961395 0.3457190692424774; -0.2218363881111145 0.05786335468292236 -0.30369946360588074; -0.08694291114807129 -0.44613873958587646 0.10478818416595459; -0.14198383688926697 0.06212221086025238 -0.17619454860687256,-0.011474 0.000945 0.035795; -0.000566 -0.004374 0.032602; 0.01698 0.007783 0.020239; -0.008079 0.015188 -0.003267; -0.009871 -0.006005 0.035195; -0.006021 0.001396 0.031827; 0.013047 -0.017988 0.024411; -0.001503 -0.022846 0.004521; 0.01594 0.020337 0.011972; -0.018489 0.023885 0.01756; 0.002745 0.018447 0.016624; 2.2e-05 0.002291 0.030327; 0.017559 -0.020183 0.010235; -0.011473 -0.024334 0.009018; -9.4e-05 -0.00963 0.020042; -0.00351 0.002813 0.021931; 0.107573 0.015802 -0.350204; -0.081015 0.003881 -0.025013; 0.043732 0.006733 -0.095318; -0.140314 0.000974 -0.190556; -0.012942 0.06969 -0.117971; -0.05096 -0.041492 0.001582; 0.030981 0.010299 -0.059502; 0.016081 -0.035722 -0.014464; -0.001905 0.001049 -0.059204; 0.013894 0.001671 -0.056711; 0.004418 0.013948 -0.039774; -0.005995 0.000704 -0.041318; 0.001563 -0.084832 -0.14547; -0.066308 0.037393 -0.013824; 0.035919 -0.035449 -0.078208; 0.013915 0.033401 -0.012362; -0.142761 -0.194788 0.184257; -0.038238 0.026749 -0.077199; 0.075081 -0.124276 -0.151915; -0.04387 -0.022696 -0.030379; -0.006639 0.025618 0.219389; 0.031667 0.016674 -0.130519; -0.029055 0.036396 0.056482; -0.015231 0.010513 -0.038424; 0.009947 -0.010937 -0.001257; -0.005863 0.007879 0.046042; -0.030784 -0.002977 0.022979; 0.028627 -0.016329 0.041603; -0.004829 -0.004774 -0.010417; 0.007015 -0.018246 0.051947; -0.032167 0.05249 0.069923; 0.024637 0.029772 0.051151; 0.655726 0.525076 -0.497963; -0.217859 -0.250987 1.305023; 0.326538 0.206656 0.256897; -0.272786 0.145539 -0.300645; -0.030611 -0.439785 0.10179; -0.192394 0.016657 -0.18948
1,-0.006485792342573404 0.005217188037931919 0.003017611801624298; 0.004620015155524015 -0.00848816242069006 -0.01377725601196289; 0.0037870341911911964 0.006764601916074753 -0.009776264429092407; 0.004525305237621069 0.006349719129502773 0.013260595500469208; -0.007425513584166765 -0.005131069105118513 0.0028254911303520203; 0.004723634570837021 0.00862780399620533 -0.012972205877304077; 0.003956402651965618 -0.00659816712141037 -0.011801064014434814; 0.004461654461920261 -0.006705284118652344 0.013868696987628937; 0.00032639343407936394 0.008954351767897606 0.019061699509620667; 0.00042724344530142844 0.009558739140629768 0.008204244077205658; 0.0007793230470269918 0.013571638613939285 0.014446612447500229; 0.004738302901387215 0.0011769795091822743 0.01845506578683853; 0.0003428029885981232 -0.009008081629872322 0.019221972674131393; 0.0006173313595354557 -0.009626323357224464 0.009200267493724823; -0.00068837427534163 -0.01413321029394865 0.014773637056350708; 0.005426615476608276 -0.0015398601535707712 0.01823417842388153; 0.04376924782991409 0.0026004710234701633 0.003482529893517494; -0.0807376354932785 -0.006162138655781746 -0.1529286801815033; 0.036494772881269455 -0.00025310093769803643 -0.09899293631315231; -0.04840242117643356 -0.00028646504506468773 -0.09832208603620529; 0.04041501507163048 -0.028613418340682983 -0.03042665868997574; -0.059642501175403595 -0.009724479168653488 -0.05076567456126213; 0.029251527041196823 0.016244301572442055 -0.05078115686774254; -0.045661553740501404 0.028122469782829285 -0.06383839249610901; -0.008404151536524296 0.0009013889357447624 -0.05991951376199722; 0.01846925914287567 0.0010020345216616988 -0.05853986367583275; -0.019550630822777748 0.0009600033517926931 -0.032791804522275925; 0.005502504762262106 -0.00047922972589731216 -0.0521489754319191; 0.03981515020132065 0.026229945942759514 -0.03396225720643997; -0.053593140095472336 0.01721971109509468 -0.04106121510267258; 0.02730548568069935 -0.01567605510354042 -0.04315271973609924; -0.04666920378804207 -0.025524044409394264 -0.061370234936475754; 0.07223665714263916 0.00242427084594965 0.08041646331548691; 0.018826358020305634 0.4037337005138397 0.17269667983055115; -0.08716639876365662 0.02188495174050331 0.28989309072494507; 0.02445816621184349 -0.053582847118377686 0.0013074502348899841; 0.07713111490011215 -0.0005073575302958488 0.08024333417415619; 0.03859013319015503 -0.41846132278442383 0.18690373003482819; -0.0897349938750267 -0.033415473997592926 0.3038238286972046; 0.01424354873597622 0.04779338836669922 0.006880074739456177; -0.00601940369233489 0.005960320122539997 0.028024476021528244; -0.0008831871673464775 -0.0018291585147380829 0.04500020667910576; -0.017303604632616043 -0.04834572970867157 0.06192716211080551; -0.008236248046159744 -0.022529935464262962 0.034746453166007996; -0.00400923378765583 -0.005374969448894262 0.028236474841833115; 0.007047561462968588 0.01453387551009655 0.048548948019742966; -0.01364892814308405 0.05123187229037285 0.05607578903436661; -0.008760509081184864 0.025246512144804 0.03427527844905853; 1.8262250423431396 0.13412611186504364 0.7343127727508545; 2.2124948501586914 0.11017686128616333 0.967849850654602; -1.189315915107727 0.2439538836479187 -0.1201992928981781; 0.24512481689453125 0.01080445945262909 0.40327250957489014; -1.8800454139709473 -0.08417102694511414 -2.4869720935821533; -1.1337482929229736 -0.40920472145080566 -0.1379861831665039,-0.011486 0.012264 0.026808; -0.000455 0.00671 0.00829; 0.006275 0.028644 -0.000595; 0.00088 0.038612 0.000551; -0.012234 -0.011637 0.02607; 0.000924 -0.006877 0.010228; 0.005185 -0.027396 -0.000546; 0.000785 -0.037626 0.002406; 0.014129 0.011877 0.005721; 0.006751 0.017966 0.012279; -0.016619 0.012331 0.004949; -0.002008 0.018266 0.025774; 0.012995 -0.01317 0.00241; 0.006187 -0.018797 0.017502; -0.015821 -0.014505 0.008074; -0.001369 -0.019516 0.028376; -0.00084 0.006847 -0.054915; -0.057921 -0.00075 -0.192645; 0.042183 0.003991 -0.113003; -0.031814 0.003428 -0.098997; 0.037314 -0.002331 -0.042855; -0.049166 -0.006753 -0.047116; -0.00625 -0.01057 -0.032446; -0.014093 0.011308 -0.045901; -0.00952 0.004688 -0.040126; 0.016731 0.001203 -0.064553; -0.021891 0.00502 -0.024499; 0.016871 -0.002793 -0.03526; 0.03039 -0.012216 -0.053005; -0.05308 0.008095 -0.033909; 0.001077 0.000205 -0.039059; -0.011542 -0.013128 -0.040705; 0.070227 -0.001882 0.131346; -0.001837 0.405236 0.185583; -0.039059 0.053012 0.338247; 0.001293 0.009059 -0.031388; 0.065393 0.004131 0.124486; 0.042839 -0.426906 0.204168; -0.076748 -0.06954 0.379046; -0.00116 -0.00438 -0.030691; 0.029782 -0.013818 0.026488; -0.014951 -0.001579 0.006524; -0.016564 -0.014603 0.008275; -0.002815 -0.062866 0.040752; 0.02983 0.011716 0.024993; -0.008856 0.000497 0.007333; -0.022096 0.02157 0.014084; -0.00304 0.058892 0.041721; 1.98315 0.13509 0.686405; 2.229524 0.141983 1.007255; -1.139897 0.117434 -0.182854; 0.098367 -0.00322 0.469525; -1.984333 -0.08855 -2.479907; -1.121618 -0.264667 -0.19069
2,-0.009485186077654362 0.008986510336399078 -0.0023366808891296387; 0.0018663646187633276 0.008058026432991028 -0.009984090924263; 0.006039283238351345 -0.0028139434289187193 -0.014004744589328766; 0.003214627970010042 0.006656704004853964 0.01795852556824684; -0.0009160405024886131 -0.010398207232356071 0.005227252840995789; -0.0029055550694465637 -0.007583946455270052 -0.010500028729438782; 0.005668411031365395 0.0019165084231644869 -0.006614707410335541; -9.632902219891548e-05 -0.008213893510401249 0.017681989818811417; -0.004435306880623102 0.013231214135885239 0.014998089522123337; 0.0035986858420073986 0.01071424875408411 0.0077683329582214355; -0.0044015017338097095 0.010124916210770607 0.012636058032512665; 0.004557192325592041 0.0019902936182916164 0.017335396260023117; -0.005633095279335976 -0.013628954999148846 0.01448456197977066; 0.00512265507131815 -0.016170475631952286 0.006542369723320007; -0.006060468964278698 -0.008806431666016579 0.015140768140554428; 0.005575055256485939 -0.00034560891799628735 0.018219538033008575; 0.0662308782339096 -0.0012228069826960564 -0.032630689442157745; -0.08656838536262512 0.017856540158391 -0.12959083914756775; 0.056188326328992844 -0.000421054195612669 -0.08374325186014175; -0.07248298078775406 0.0005870205350220203 -0.09165555238723755; 0.028811123222112656 -0.023448308929800987 -0.025838680565357208; -0.045285966247320175 -0.017499960958957672 -0.031307402998209; 0.03434956073760986 0.021604815497994423 -0.06853654235601425; -0.04540400207042694 0.021959152072668076 -0.06154980510473251; -0.01213281974196434 -0.011229634284973145 -0.0648849606513977; 0.00849132053554058 -0.00866830162703991 -0.06837441027164459; -0.008608588948845863 -0.0035713044926524162 -0.02745889499783516; 0.008448932319879532 0.0011826634872704744 -0.0480099618434906; 0.05450359731912613 0.04963298141956329 -0.008611454628407955; -0.058638930320739746 0.03315901756286621 -0.05035729706287384; 0.030193235725164413 -0.016729995608329773 -0.051760829985141754; -0.051810503005981445 -0.026349062100052834 -0.0717514306306839; -0.014315629377961159 0.0025848932564258575 0.10172086954116821; 0.03231380507349968 -0.006642788648605347 0.05455593019723892; 0.047960564494132996 -0.0007154159247875214 0.16823504865169525; -0.012277333997189999 -0.02725238725543022 -0.0021810829639434814; -0.02573935128748417 0.020228981971740723 0.05506795644760132; -0.08003286272287369 0.01321806013584137 -0.05439667031168938; 0.06607666611671448 0.08192771673202515 0.07616813480854034; -0.0003692563623189926 0.02133980020880699 0.010083511471748352; 0.0015239473432302475 -0.01264532282948494 0.027834370732307434; 0.0004201289266347885 -0.0135551318526268 0.06573395431041718; -0.01252138614654541 -0.027476569637656212 0.05524485558271408; -0.012636566534638405 -0.02799038030207157 0.04015883803367615; -0.00609145313501358 -0.0074088419787585735 0.022801868617534637; -0.013548704795539379 -0.07195514440536499 0.025558672845363617; 0.01957571692764759 -0.0037190821021795273 0.03951060026884079; -0.012606684118509293 0.02351997047662735 0.04275672510266304; -1.423543930053711 -0.6754739880561829 3.432404041290283; 0.7759442329406738 -0.14203709363937378 -3.6406803131103516; 0.01663815975189209 1.4271979331970215 -0.02245509624481201; 0.5116986632347107 0.10283708572387695 -0.19463932514190674; 1.2340669631958008 0.6781338453292847 0.2841499447822571; -1.000529170036316 -1.3846750259399414 0.22387617826461792,-0.005469 0.01356 0.005585; 0.006297 0.017964 0.006797; -0.009118 0.002836 0.000739; 0.005535 0.012404 0.019968; -0.000758 -0.010736 -0.003905; 0.002487 -0.011995 0.006784; -0.006819 -0.000618 -0.000485; 0.006636 -0.011013 0.024186; -0.011292 0.006792 0.013137; 0.007814 0.007499 0.012634; -0.007406 0.009979 0.019818; 0.012664 0.020306 0.001964; -0.010677 -0.012293 0.029946; 0.014822 -0.013023 0.018411; -0.01297 -0.008785 0.010346; 0.007506 -0.021158 0.015991; 0.033391 0.000364 -0.064548; -0.063854 0.005986 -0.154176; 0.033243 0.005505 -0.076104; -0.049412 0.001753 -0.091606; 0.052324 -0.058895 -0.013694; -0.053477 -0.035631 -0.030918; 0.040458 0.017732 -0.06242; -0.052933 0.030144 -0.048509; -0.031539 -0.005515 -0.052729; 0.012583 0.000613 -0.06795; 0.003742 -0.01407 -0.016451; 0.022534 0.011073 -0.039058; 0.078931 0.072277 0.028735; -0.051823 0.029589 -0.041917; 0.012405 -0.006915 -0.032607; -0.048701 -0.043067 -0.059659; -0.01515 -0.008517 0.100936; 0.096758 0.028024 0.041737; 0.037465 -0.032828 0.14948; -0.020021 -0.023039 -0.003051; 0.002583 0.014111 0.081756; -0.027689 -0.035885 -0.016749; 0.057789 0.114317 0.057739; -0.020086 0.025605 0.003028; 0.017469 -0.010824 0.013238; 0.000346 0.009441 0.026946; 0.007855 -0.005859 0.031523; -0.020447 -0.028406 0.04258; 0.016252 0.00994 0.020134; -0.011119 -0.046251 0.006859; 0.023294 -0.020977 0.004831; -0.021005 0.028905 0.044642; -1.458726 -0.615989 3.357383; 0.820861 0.037027 -3.524717; -0.049715 1.343108 -0.013639; 0.407516 -0.039552 -0.288056; 1.170916 0.617393 0.201603; -0.952267 -1.372408 0.303494
3,-0.016341064125299454 0.0035641263239085674 -0.0018033534288406372; 0.006368875503540039 0.018312150612473488 -0.0023089125752449036; -0.0014979782281443477 -0.0019821226596832275 -0.014215975999832153; 0.004732639528810978 0.011378498747944832 0.0005638301372528076; -0.015973027795553207 -0.0041173649951815605 -0.00021112710237503052; 0.009907767176628113 -0.02028914913535118 -0.0013112053275108337; -0.012963027693331242 0.0019648761954158545 -0.008281819522380829; 0.007287057116627693 -0.010348455980420113 -0.001383371651172638; -0.00894858781248331 0.014614332467317581 0.008820958435535431; 0.004032510332763195 0.011675979010760784 0.01069910079240799; -0.004638657905161381 0.01275872252881527 0.004315108060836792; -0.0002030839677900076 0.008091913536190987 0.022913862019777298; -0.012001343071460724 -0.016271863132715225 0.008856356143951416; 0.007690918631851673 -0.00927163939923048 0.00661042332649231; -0.006452229805290699 -0.013583208434283733 0.001227356493473053; 0.004532309714704752 -0.010914891958236694 0.018208246678113937; 0.08168341964483261 -0.015208485536277294 0.02312919870018959; -0.14436234533786774 0.02105431817471981 -0.48747584223747253; 0.09778768569231033 -0.0158787053078413 -0.1892300695180893; -0.0692138671875 -0.0013615093193948269 -0.08938522636890411; 0.04639618843793869 -0.022226080298423767 -0.010411829687654972; -0.009185485541820526 -0.01131784450262785 -0.0686306431889534; -0.015573512762784958 -0.027757428586483 -0.0011612121015787125; -0.04271148145198822 0.028025813400745392 -0.06110607460141182; -0.018006838858127594 -0.009447857737541199 -0.05401267856359482; 0.011677205562591553 -0.00029238034039735794 -0.05971083790063858; 0.010280796326696873 -0.010638919658958912 -0.03894932568073273; 0.012032397091388702 -0.0026595068629831076 -0.049312133342027664; 0.06791291385889053 0.04564455896615982 0.016933627426624298; -0.02207048609852791 -0.03464416414499283 -0.11500553041696548; -0.03825071454048157 0.06396877020597458 0.016975587233901024; -0.04589967429637909 -0.028773486614227295 -0.060505595058202744; 0.08955322206020355 0.0031660040840506554 0.10544127225875854; -0.1356099396944046 0.03105999529361725 0.12326730042695999; 0.29161304235458374 -0.6426594257354736 -0.08084872364997864; 0.06635080277919769 -0.04967758059501648 -0.029563676565885544; 0.07925356924533844 -0.0029458561912178993 0.09605969488620758; -0.012811753898859024 -0.10002735257148743 0.13022051751613617; 0.2530536353588104 0.6690593361854553 -0.20039784908294678; 0.03803613409399986 0.04793950170278549 -0.005350027233362198; -0.008496704511344433 0.007317990995943546 0.03581460565328598; -0.019248435273766518 0.025146998465061188 0.04528365284204483; 0.022989120334386826 0.01834806427359581 0.018129490315914154; -0.026428505778312683 -0.03609050437808037 0.04159717634320259; -0.009467242285609245 -0.008034015074372292 0.03290417790412903; -0.04479456692934036 -0.05915917456150055 0.016173377633094788; 0.0435909777879715 -0.07433094084262848 -0.0223565474152565; -0.01452617160975933 0.02850637212395668 0.039777353405952454; -0.17216449975967407 0.20000684261322021 -0.21607685089111328; 2.2359843254089355 1.022205114364624 1.1953577995300293; 0.22825077176094055 -0.6575636863708496 0.24180246889591217; -2.7366182804107666 -0.8527094721794128 -0.34745848178863525; 0.17197252810001373 0.43984949588775635 0.18651479482650757; -0.22851108014583588 0.016523204743862152 -0.23113247752189636,-0.010386 0.022156 0.018376; 0.020275 0.0058 -0.026343; -0.01462 0.007179 -0.027092; 0.005479 0.023871 -0.011771; -0.007454 -0.020045 0.014125; 0.016852 -0.003665 -0.024019; -0.013347 -0.008325 -0.019361; 0.003977 -0.020855 -0.008936; -0.025253 0.026835 -0.003011; 0.023148 0.004297 0.005222; -0.022729 0.002085 0.00393; 0.024273 0.014071 0.007473; -0.021416 -0.027441 -0.00027; 0.019534 -0.005499 0.003775; -0.020865 -0.001193 -0.000994; 0.023833 -0.015662 0.013197; 0.101928 -0.000884 0.052794; -0.145531 0.024682 -0.579192; 0.047566 -0.010985 -0.145961; -0.056535 0.003873 -0.117685; 0.057996 -0.050741 0.002281; -0.029608 -0.021948 -0.061222; -0.040671 -0.049913 0.00172; -0.031193 0.040619 -0.028667; -0.038525 -0.001721 -0.023741; 0.024606 0.009018 -0.079687; 0.038535 -0.00304 -0.007306; -0.010438 0.00232 -0.039193; 0.066614 0.057057 0.007132; -0.021812 -0.004765 -0.087655; -0.065616 0.077188 0.032288; -0.026064 -0.047749 -0.027931; 0.092374 0.013252 0.101338; -0.213367 -0.117689 0.028395; 0.290788 -0.661426 -0.09148; 0.031002 -0.048668 -0.049872; 0.078659 -0.009982 0.10161; -0.035071 -0.032401 0.103912; 0.189077 0.585325 -0.186345; -0.011509 0.044012 -0.002092; 0.018373 -0.014062 0.035389; -0.016421 0.022869 0.043857; 0.021743 -0.0063 0.010974; -0.023442 -0.024302 0.053129; 0.013651 0.012038 0.035266; -0.028632 -0.050684 0.025211; 0.03819 -0.05297 -0.037242; -0.027726 0.030252 0.05067; -0.237318 0.188486 -0.224778; 2.307584 1.174732 1.168834; 0.212413 -0.54199 0.20487; -2.59251 -0.88372 -0.224655; 0.162839 0.339704 0.154312; -0.143249 0.006905 -0.143578
4,0.018973302096128464 -0.030807700008153915 -0.03433158993721008; -0.004719935357570648 0.0011866921558976173 -0.02726586163043976; 0.013354228809475899 -0.009615510702133179 -0.0008708611130714417; -0.000991110224276781 0.02604464441537857 -0.005422227084636688; -0.027013327926397324 0.021774837747216225 -0.03509221971035004; 0.013713999651372433 -0.026200689375400543 0.015105217695236206; 0.021614734083414078 0.023388806730508804 -0.027460068464279175; -0.005548521876335144 -0.02784232422709465 -0.0464416965842247; -0.005432817153632641 0.03338516876101494 -0.03677620738744736; 0.0074042463675141335 0.01614990271627903 -0.03688815236091614; 0.007188362535089254 0.00728605268523097 -0.024490181356668472; 0.0008501684060320258 -0.020725812762975693 -0.0007148012518882751; 0.0017720917239785194 -0.03296496346592903 -0.03761928528547287; -0.010036665946245193 0.01519005000591278 -0.0024552121758461; -0.0026691220700740814 -0.025336960330605507 -0.038380879908800125; 0.0039320881478488445 0.024239160120487213 -0.0038626641035079956; 0.189445361495018 0.16730950772762299 -0.03258657455444336; -0.08378725498914719 0.2656154930591583 -0.30521950125694275; 0.4202553629875183 -0.22634638845920563 -0.6986737251281738; -0.8768105506896973 -0.4929852783679962 -1.951413869857788; -0.4364885091781616 -0.12244910001754761 -0.2998284697532654; 0.5474061965942383 0.029827795922756195 -0.5376818180084229; 0.22453951835632324 0.22765223681926727 -0.6795194745063782; -0.4120032787322998 0.6244723796844482 -1.0581752061843872; -0.07893632352352142 0.027255382388830185 -0.4822250306606293; 0.1173812672495842 -0.06188078224658966 -0.6208648085594177; -0.12630972266197205 -0.08967241644859314 -0.8284761905670166; 0.14225979149341583 -0.022974608466029167 -0.7127193212509155; 0.1242816299200058 -0.03632563352584839 -0.35393911600112915; -0.01449729036539793 -0.13451224565505981 -0.6599082946777344; 0.171393483877182 0.08935803920030594 -0.3950726091861725; -0.2991330623626709 -0.3003161549568176 -0.6807903051376343; 1.1729886531829834 -0.12250280380249023 1.3351303339004517; -0.7265828847885132 0.6597687602043152 -0.1445833444595337; 0.5168745517730713 -0.03539274260401726 1.004812479019165; -1.0042682886123657 -0.5447973012924194 0.21198633313179016; 2.791612148284912 0.4195612370967865 1.898289680480957; -0.09834194928407669 -1.0127290487289429 0.8184034824371338; -1.972184419631958 0.04698747396469116 0.7176051139831543; -0.10377606749534607 0.4823295772075653 0.2433113306760788; 0.039634883403778076 -0.5542620420455933 0.28504887223243713; -0.10091817378997803 0.3952426016330719 0.8065661191940308; -0.22895169258117676 -0.5056523084640503 0.2869509756565094; -0.011283405125141144 -0.34696972370147705 0.7412209510803223; 0.19401654601097107 0.46910905838012695 0.398529589176178; -0.16598543524742126 -0.18185634911060333 0.5491235852241516; -0.07054492831230164 0.522930383682251 0.523726224899292; 0.21368759870529175 0.44543272256851196 0.8099731206893921; 1.0259511470794678 -0.21108049154281616 -0.33831965923309326; -0.5697910785675049 0.3773050606250763 0.7735920548439026; -0.1423681378364563 -0.01230071485042572 -0.09820353984832764; -0.22526192665100098 -0.1279624104499817 -0.09870558977127075; -0.18681490421295166 0.0534244179725647 0.14613044261932373; 0.010919570922851562 -0.15576499700546265 -0.23052793741226196,0.001174 -0.011598 0.027101; -0.018498 0.00017 -0.03764; 0.032303 -0.004649 0.03562; -0.019703 0.00129 -0.040567; -0.002538 0.016656 -0.003205; -0.008707 -0.010271 -0.003187; 0.025068 0.017908 -0.002792; -0.009844 0.002414 -0.043013; -0.006644 -0.000507 -0.014327; -0.006331 0.015021 -0.007517; 0.021897 -0.004897 -0.002016; -0.010989 -0.015287 0.003873; -0.007344 -0.004394 -0.021843; -0.00515 -0.006918 0.011802; 0.01921 -0.00512 -0.031012; -0.001326 0.009315 -0.011898; 0.244088 0.168054 -0.062032; -0.077307 0.264382 -0.318725; 0.396701 -0.161308 -0.718781; -0.858619 -0.413286 -1.903094; -0.377976 -0.103763 -0.317415; 0.546493 0.049405 -0.565176; 0.211312 0.182642 -0.694655; -0.357044 0.474556 -0.999932; -0.070132 0.020851 -0.520692; 0.101072 -0.048306 -0.662205; -0.125449 -0.136851 -0.842658; 0.137937 -0.060404 -0.719666; 0.14337 -0.058144 -0.343776; 0.00365 -0.160056 -0.686845; 0.180091 0.123608 -0.403632; -0.313283 -0.290625 -0.711449; 1.171068 -0.133494 1.473555; -0.735463 0.555128 -0.178109; 0.535038 -0.031123 1.126421; -0.958007 -0.501555 0.10284; 2.846768 0.460519 1.879743; -0.177202 -0.863968 0.699107; -2.258449 0.01597 0.69163; 0.027752 0.43535 0.150628; 0.063326 -0.462387 0.226731; -0.10469 0.308918 0.803566; -0.221547 -0.4656 0.244908; 0.010953 -0.328802 0.790453; 0.180142 0.463481 0.32764; -0.174324 -0.145077 0.625158; -0.081693 0.530141 0.504595; 0.197972 0.417622 0.875428; 0.981055 -0.184928 -0.304957; -0.551825 0.413466 0.736731; -0.136513 -0.019328 -0.131475; -0.220041 -0.188818 -0.061091; -0.181141 0.081133 0.13736; 0.040454 -0.175284 -0.108455
